
***** Observations ORDER 1 *****
4|5 -> 5 : 1
4|5 -> 14 : 1
5|4 -> 95 : 1
95|5 -> 85 : 1
95|85 -> 94 : 1
94|95 -> 93 : 1
94|93 -> 4 : 1
4|94 -> 14 : 1
14|4 -> 13 : 1
14|4 -> 4 : 1
1|91 -> 0 : 1
1|91 -> 11 : 1
20|21 -> 10 : 1
20|10 -> 29 : 1
20|29 -> 30 : 1
33|32 -> 34 : 1
34|33 -> 33 : 1
34|33 -> 35 : 1
33|34 -> 43 : 1
43|33 -> 42 : 1
42|43 -> 52 : 1
52|42 -> 62 : 2
62|52 -> 63 : 1
62|52 -> 72 : 1
63|62 -> 64 : 1
63|62 -> 53 : 1
64|63 -> 63 : 1
64|63 -> 74 : 1
63|64 -> 62 : 1
63|64 -> 53 : 1
62|63 -> 63 : 1
53|63 -> 52 : 2
52|53 -> 42 : 2
42|52 -> 52 : 1
42|52 -> 41 : 1
62|72 -> 61 : 1
52|51 -> 53 : 1
53|52 -> 63 : 1
63|53 -> 64 : 1
64|74 -> 63 : 1
42|41 -> 43 : 1
43|42 -> 53 : 1
53|43 -> 43 : 1
43|53 -> 33 : 1
33|43 -> 34 : 1
35|34 -> 45 : 1
35|45 -> 36 : 1
35|45 -> 25 : 1
5|15 -> 4 : 1
4|14 -> 94 : 1
94|4 -> 93
 : 1


***** Distributions ORDER 2 *****
6|7 -> 16 : 0.5
6|7 -> 96 : 0.5
6|16 -> 96 : 1.0
96|6 -> 86 : 0.5
96|6 -> 95 : 0.5
86|96 -> 87 : 1.0
86|87 -> 96 : 1.0
96|86 -> 97 : 1.0
95|96 -> 96 : 1.0
96|95 -> 6 : 1.0
6|96 -> 5 : 1.0
5|6 -> 4 : 1.0
4|5 -> 5 : 0.5
4|5 -> 14 : 0.5
5|4 -> 95 : 1.0
95|5 -> 85 : 1.0
95|85 -> 94 : 1.0
94|95 -> 93 : 1.0
94|93 -> 4 : 1.0
4|94 -> 14 : 1.0
14|4 -> 13 : 0.5
14|4 -> 4 : 0.5
1|91 -> 0 : 0.5
1|91 -> 11 : 0.5
20|21 -> 10 : 1.0
20|10 -> 29 : 1.0
20|29 -> 30 : 1.0
33|32 -> 34 : 1.0
34|33 -> 33 : 0.5
34|33 -> 35 : 0.5
33|34 -> 43 : 1.0
43|33 -> 42 : 1.0
42|43 -> 52 : 1.0
52|42 -> 62 : 1.0
62|52 -> 63 : 0.5
62|52 -> 72 : 0.5
63|62 -> 64 : 0.5
63|62 -> 53 : 0.5
64|63 -> 63 : 0.5
64|63 -> 74 : 0.5
63|64 -> 62 : 0.5
63|64 -> 53 : 0.5
62|63 -> 63 : 1.0
53|63 -> 52 : 1.0
52|53 -> 42 : 1.0
42|52 -> 52 : 0.5
42|52 -> 41 : 0.5
62|72 -> 61 : 1.0
52|51 -> 53 : 1.0
53|52 -> 63 : 1.0
63|53 -> 64 : 1.0
64|74 -> 63 : 1.0
42|41 -> 43 : 1.0
43|42 -> 53 : 1.0
53|43 -> 43 : 1.0
43|53 -> 33 : 1.0
33|43 -> 34 : 1.0
35|34 -> 45 : 1.0
35|45 -> 36 : 0.5
35|45 -> 25 : 0.5
5|15 -> 4 : 1.0
4|14 -> 94 : 1.0
94|4 -> 93
 : 1.0


***** Observations ORDER 3 *****
96|6.16 -> 86 : 1
6|7.97 -> 96 : 1
96|6.7 -> 95 : 1
4|5.6 -> 5 : 1
14|4.94 -> 13 : 1
1|91.92 -> 0 : 1
1|91.90 -> 11 : 1
34|33.32 -> 33 : 1
62|52.42 -> 63 : 1
62|52.42 -> 72 : 1
63|62.52 -> 64 : 1
64|63.62 -> 63 : 1
63|64.63 -> 62 : 1
63|62.63 -> 53 : 1
42|52.53 -> 52 : 1
42|52.53 -> 41 : 1
64|63.53 -> 74 : 1
63|64.74 -> 53 : 1
34|33.43 -> 35 : 1
35|45.35 -> 36 : 1
35|45.46 -> 25 : 1
4|5.15 -> 14 : 1
14|4.5 -> 4 : 1


***** Distributions ORDER 3 *****
96|6.16 -> 86 : 1.0
6|7.97 -> 96 : 1.0
96|6.7 -> 95 : 1.0
4|5.6 -> 5 : 1.0
14|4.94 -> 13 : 1.0
1|91.92 -> 0 : 1.0
1|91.90 -> 11 : 1.0
34|33.32 -> 33 : 1.0
62|52.42 -> 63 : 0.5
62|52.42 -> 72 : 0.5
63|62.52 -> 64 : 1.0
64|63.62 -> 63 : 1.0
63|64.63 -> 62 : 1.0
63|62.63 -> 53 : 1.0
42|52.53 -> 52 : 0.5
42|52.53 -> 41 : 0.5
64|63.53 -> 74 : 1.0
63|64.74 -> 53 : 1.0
34|33.43 -> 35 : 1.0
35|45.35 -> 36 : 1.0
35|45.46 -> 25 : 1.0
4|5.15 -> 14 : 1.0
14|4.5 -> 4 : 1.0


***** Observations ORDER 4 *****
62|52.42.43 -> 63 : 1
42|52.53.63 -> 52 : 1
42|52.53.63 -> 41 : 1
62|52.42.52 -> 72 : 1


***** Distributions ORDER 4 *****
62|52.42.43 -> 63 : 1.0
42|52.53.63 -> 52 : 0.5
42|52.53.63 -> 41 : 0.5
62|52.42.52 -> 72 : 1.0


***** Observations ORDER 5 *****
42|52.53.63.62 -> 52 : 1
42|52.53.63.64 -> 41 : 1


***** Distributions ORDER 5 *****
42|52.53.63.62 -> 52 : 1.0
42|52.53.63.64 -> 41 : 1.0


***** Observations ORDER 1 *****
8 -> 9 : 1
8 -> 98 : 1
9 -> 8 : 1
98 -> 88 : 1
88 -> 87 : 1
87 -> 86 : 1
86 -> 85 : 1
85 -> 84 : 1
85 -> 75 : 1
84 -> 83 : 2
84 -> 74 : 1
84 -> 94 : 1
83 -> 93 : 1
83 -> 82 : 2
83 -> 73 : 1
93 -> 83 : 1
93 -> 3 : 1
93 -> 94 : 1
82 -> 72 : 2
82 -> 81 : 3
82 -> 92 : 1
72 -> 71 : 1
72 -> 82 : 1
72 -> 73 : 1
71 -> 72 : 1
81 -> 82 : 2
81 -> 80 : 1
92 -> 82 : 1
92 -> 93 : 1
80 -> 89 : 1
80 -> 90 : 1
89 -> 80 : 1
90 -> 99 : 1
90 -> 0 : 1
99 -> 90 : 1
0 -> 1 : 1
1 -> 11 : 1
11 -> 12 : 1
11 -> 10 : 1
11 -> 21 : 1
12 -> 11 : 1
10 -> 11 : 1
21 -> 31 : 1
31 -> 32 : 2
31 -> 41 : 1
32 -> 31 : 1
32 -> 33 : 1
41 -> 40 : 1
40 -> 49 : 1
49 -> 39 : 1
39 -> 38 : 1
39 -> 30 : 1
38 -> 37 : 1
38 -> 28 : 2
38 -> 39 : 1
37 -> 27 : 1
37 -> 38 : 1
27 -> 28 : 2
27 -> 37 : 1
28 -> 27 : 2
28 -> 38 : 2
30 -> 31 : 1
33 -> 34 : 1
34 -> 24 : 2
24 -> 34 : 1
24 -> 14 : 1
14 -> 13 : 1
14 -> 4 : 1
13 -> 14 : 1
13 -> 3 : 1
4 -> 3 : 1
4 -> 5 : 1
4 -> 94 : 1
3 -> 2 : 1
3 -> 13 : 1
3 -> 4 : 1
2 -> 92 : 1
5 -> 4 : 1
94 -> 84 : 1
94 -> 93 : 1
94 -> 95 : 1
74 -> 84 : 2
73 -> 83 : 1
73 -> 74 : 1
95 -> 85 : 1
75 -> 74
 : 1


***** Distributions ORDER 1 *****
8 -> 9 : 0.5
8 -> 98 : 0.5
9 -> 8 : 1.0
98 -> 88 : 1.0
88 -> 87 : 1.0
87 -> 86 : 1.0
86 -> 85 : 1.0
85 -> 84 : 0.5
85 -> 75 : 0.5
84 -> 83 : 0.5
84 -> 74 : 0.25
84 -> 94 : 0.25
83 -> 93 : 0.25
83 -> 82 : 0.5
83 -> 73 : 0.25
93 -> 83 : 0.3333333333333333
93 -> 3 : 0.3333333333333333
93 -> 94 : 0.3333333333333333
82 -> 72 : 0.3333333333333333
82 -> 81 : 0.5
82 -> 92 : 0.16666666666666666
72 -> 71 : 0.3333333333333333
72 -> 82 : 0.3333333333333333
72 -> 73 : 0.3333333333333333
71 -> 72 : 1.0
81 -> 82 : 0.6666666666666666
81 -> 80 : 0.3333333333333333
92 -> 82 : 0.5
92 -> 93 : 0.5
80 -> 89 : 0.5
80 -> 90 : 0.5
89 -> 80 : 1.0
90 -> 99 : 0.5
90 -> 0 : 0.5
99 -> 90 : 1.0
0 -> 1 : 1.0
1 -> 11 : 1.0
11 -> 12 : 0.3333333333333333
11 -> 10 : 0.3333333333333333
11 -> 21 : 0.3333333333333333
12 -> 11 : 1.0
10 -> 11 : 1.0
21 -> 31 : 1.0
31 -> 32 : 0.6666666666666666
31 -> 41 : 0.3333333333333333
32 -> 31 : 0.5
32 -> 33 : 0.5
41 -> 40 : 1.0
40 -> 49 : 1.0
49 -> 39 : 1.0
39 -> 38 : 0.5
39 -> 30 : 0.5
38 -> 37 : 0.25
38 -> 28 : 0.5
38 -> 39 : 0.25
37 -> 27 : 0.5
37 -> 38 : 0.5
27 -> 28 : 0.6666666666666666
27 -> 37 : 0.3333333333333333
28 -> 27 : 0.5
28 -> 38 : 0.5
30 -> 31 : 1.0
33 -> 34 : 1.0
34 -> 24 : 1.0
24 -> 34 : 0.5
24 -> 14 : 0.5
14 -> 13 : 0.5
14 -> 4 : 0.5
13 -> 14 : 0.5
13 -> 3 : 0.5
4 -> 3 : 0.3333333333333333
4 -> 5 : 0.3333333333333333
4 -> 94 : 0.3333333333333333
3 -> 2 : 0.3333333333333333
3 -> 13 : 0.3333333333333333
3 -> 4 : 0.3333333333333333
2 -> 92 : 1.0
5 -> 4 : 1.0
94 -> 84 : 0.3333333333333333
94 -> 93 : 0.3333333333333333
94 -> 95 : 0.3333333333333333
74 -> 84 : 1.0
73 -> 83 : 0.5
73 -> 74 : 0.5
95 -> 85 : 1.0
75 -> 74
 : 1.0


***** Observations ORDER 2 *****
8|9 -> 98 : 1
85|86 -> 84 : 1
84|85 -> 83 : 1
83|84 -> 93 : 1
83|84 -> 82 : 1
93|83 -> 83 : 1
83|93 -> 82 : 1
82|83 -> 72 : 1
82|83 -> 81 : 1
72|82 -> 71 : 1
72|82 -> 73 : 1
72|71 -> 82 : 1
82|72 -> 81 : 1
81|82 -> 82 : 2
81|82 -> 80 : 1
82|81 -> 92 : 1
82|81 -> 72 : 1
92|82 -> 82 : 1
82|92 -> 81 : 1
80|81 -> 89 : 1
80|89 -> 90 : 1
90|80 -> 99 : 1
90|99 -> 0 : 1
11|1 -> 12 : 1
11|12 -> 10 : 1
11|10 -> 21 : 1
31|21 -> 32 : 1
32|31 -> 31 : 1
32|31 -> 33 : 1
31|32 -> 41 : 1
39|49 -> 38 : 1
38|39 -> 37 : 1
37|38 -> 27 : 1
27|37 -> 28 : 1
28|27 -> 27 : 2
27|28 -> 28 : 1
27|28 -> 37 : 1
37|27 -> 38 : 1
38|37 -> 28 : 1
28|38 -> 38 : 2
38|28 -> 28 : 1
38|28 -> 39 : 1
39|38 -> 30 : 1
31|30 -> 32 : 1
24|34 -> 34 : 1
24|34 -> 14 : 1
14|24 -> 13 : 1
13|14 -> 14 : 1
14|13 -> 4 : 1
4|14 -> 3 : 1
3|4 -> 2 : 1
92|2 -> 93 : 1
93|92 -> 3 : 1
3|93 -> 13 : 1
13|3 -> 3 : 1
3|13 -> 4 : 1
4|3 -> 5 : 1
4|5 -> 94 : 1
94|4 -> 84 : 1
84|94 -> 74 : 1
84|74 -> 83 : 1
84|74 -> 94 : 1
73|72 -> 83 : 1
83|73 -> 73 : 1
73|83 -> 74 : 1
94|84 -> 93 : 1
93|94 -> 94 : 1
94|93 -> 95 : 1
85|95 -> 75 : 1


***** Distributions ORDER 2 *****
8|9 -> 98 : 1.0
85|86 -> 84 : 1.0
84|85 -> 83 : 1.0
83|84 -> 93 : 0.5
83|84 -> 82 : 0.5
93|83 -> 83 : 1.0
83|93 -> 82 : 1.0
82|83 -> 72 : 0.5
82|83 -> 81 : 0.5
72|82 -> 71 : 0.5
72|82 -> 73 : 0.5
72|71 -> 82 : 1.0
82|72 -> 81 : 1.0
81|82 -> 82 : 0.6666666666666666
81|82 -> 80 : 0.3333333333333333
82|81 -> 92 : 0.5
82|81 -> 72 : 0.5
92|82 -> 82 : 1.0
82|92 -> 81 : 1.0
80|81 -> 89 : 1.0
80|89 -> 90 : 1.0
90|80 -> 99 : 1.0
90|99 -> 0 : 1.0
11|1 -> 12 : 1.0
11|12 -> 10 : 1.0
11|10 -> 21 : 1.0
31|21 -> 32 : 1.0
32|31 -> 31 : 0.5
32|31 -> 33 : 0.5
31|32 -> 41 : 1.0
39|49 -> 38 : 1.0
38|39 -> 37 : 1.0
37|38 -> 27 : 1.0
27|37 -> 28 : 1.0
28|27 -> 27 : 1.0
27|28 -> 28 : 0.5
27|28 -> 37 : 0.5
37|27 -> 38 : 1.0
38|37 -> 28 : 1.0
28|38 -> 38 : 1.0
38|28 -> 28 : 0.5
38|28 -> 39 : 0.5
39|38 -> 30 : 1.0
31|30 -> 32 : 1.0
24|34 -> 34 : 0.5
24|34 -> 14 : 0.5
14|24 -> 13 : 1.0
13|14 -> 14 : 1.0
14|13 -> 4 : 1.0
4|14 -> 3 : 1.0
3|4 -> 2 : 1.0
92|2 -> 93 : 1.0
93|92 -> 3 : 1.0
3|93 -> 13 : 1.0
13|3 -> 3 : 1.0
3|13 -> 4 : 1.0
4|3 -> 5 : 1.0
4|5 -> 94 : 1.0
94|4 -> 84 : 1.0
84|94 -> 74 : 1.0
84|74 -> 83 : 0.5
84|74 -> 94 : 0.5
73|72 -> 83 : 1.0
83|73 -> 73 : 1.0
73|83 -> 74 : 1.0
94|84 -> 93 : 1.0
93|94 -> 94 : 1.0
94|93 -> 95 : 1.0
85|95 -> 75 : 1.0


***** Observations ORDER 3 *****
83|84.85 -> 93 : 1
82|83.93 -> 72 : 1
72|82.83 -> 71 : 1
81|82.72 -> 82 : 1
82|81.82 -> 92 : 1
82|81.82 -> 72 : 1
81|82.92 -> 80 : 1
32|31.21 -> 31 : 1
27|28.27 -> 28 : 1
27|28.27 -> 37 : 1
38|28.38 -> 28 : 1
38|28.38 -> 39 : 1
32|31.30 -> 33 : 1
24|34.33 -> 34 : 1
24|34.24 -> 14 : 1
84|74.84 -> 83 : 1
83|84.74 -> 82 : 1
82|83.84 -> 81 : 1
81|82.83 -> 82 : 1
72|82.81 -> 73 : 1
84|74.73 -> 94 : 1


***** Distributions ORDER 3 *****
83|84.85 -> 93 : 1.0
82|83.93 -> 72 : 1.0
72|82.83 -> 71 : 1.0
81|82.72 -> 82 : 1.0
82|81.82 -> 92 : 0.5
82|81.82 -> 72 : 0.5
81|82.92 -> 80 : 1.0
32|31.21 -> 31 : 1.0
27|28.27 -> 28 : 0.5
27|28.27 -> 37 : 0.5
38|28.38 -> 28 : 0.5
38|28.38 -> 39 : 0.5
32|31.30 -> 33 : 1.0
24|34.33 -> 34 : 1.0
24|34.24 -> 14 : 1.0
84|74.84 -> 83 : 1.0
83|84.74 -> 82 : 1.0
82|83.84 -> 81 : 1.0
81|82.83 -> 82 : 1.0
72|82.81 -> 73 : 1.0
84|74.73 -> 94 : 1.0


***** Observations ORDER 4 *****
82|81.82.72 -> 92 : 1
27|28.27.37 -> 28 : 1
27|28.27.28 -> 37 : 1
38|28.38.37 -> 28 : 1
38|28.38.28 -> 39 : 1
82|81.82.83 -> 72 : 1


***** Distributions ORDER 4 *****
82|81.82.72 -> 92 : 1.0
27|28.27.37 -> 28 : 1.0
27|28.27.28 -> 37 : 1.0
38|28.38.37 -> 28 : 1.0
38|28.38.28 -> 39 : 1.0
82|81.82.83 -> 72 : 1.0


***** Observations ORDER 1 *****
64 -> 74 : 2
64 -> 63 : 2
64 -> 54 : 1
64 -> 65 : 1
74 -> 75 : 1
74 -> 84 : 1
75 -> 76 : 1
75 -> 65 : 1
76 -> 86 : 2
76 -> 66 : 1
86 -> 87 : 2
86 -> 85 : 2
87 -> 97 : 1
87 -> 77 : 1
87 -> 86 : 1
97 -> 87 : 1
77 -> 76 : 1
66 -> 76 : 1
85 -> 86 : 1
85 -> 75 : 1
65 -> 55 : 1
65 -> 64 : 1
55 -> 54 : 3
54 -> 53 : 3
54 -> 44 : 1
54 -> 64 : 1
53 -> 43 : 1
53 -> 63 : 1
53 -> 54 : 1
43 -> 44 : 1
44 -> 45 : 2
45 -> 55 : 2
63 -> 64 : 3
63 -> 73 : 1
84 -> 83 : 1
83 -> 82 : 1
82 -> 92 : 1
82 -> 81 : 1
82 -> 72 : 1
92 -> 82 : 1
81 -> 91 : 2
81 -> 82 : 1
91 -> 90 : 1
91 -> 81 : 1
90 -> 0 : 1
90 -> 80 : 1
0 -> 90 : 1
80 -> 81 : 1
72 -> 62 : 1
72 -> 71 : 1
62 -> 61 : 1
62 -> 63 : 1
61 -> 62 : 1
73 -> 72 : 1
71 -> 70 : 1
70 -> 79 : 1
70 -> 60 : 1
79 -> 70 : 1
60 -> 50 : 1
50 -> 59 : 1
59 -> 49 : 1
59 -> 58 : 1
59 -> 69 : 1
49 -> 48 : 1
48 -> 58 : 2
58 -> 59 : 2
58 -> 57 : 1
57 -> 47 : 2
47 -> 48 : 1
47 -> 37 : 1
69 -> 68 : 1
68 -> 67 : 1
67 -> 57 : 1
37 -> 38 : 1
38 -> 39 : 1
39 -> 30 : 1
39 -> 29 : 1
30 -> 39 : 1
29 -> 20 : 2
20 -> 29 : 1
20 -> 29
 : 1


***** Distributions ORDER 1 *****
64 -> 74 : 0.3333333333333333
64 -> 63 : 0.3333333333333333
64 -> 54 : 0.16666666666666666
64 -> 65 : 0.16666666666666666
74 -> 75 : 0.5
74 -> 84 : 0.5
75 -> 76 : 0.5
75 -> 65 : 0.5
76 -> 86 : 0.6666666666666666
76 -> 66 : 0.3333333333333333
86 -> 87 : 0.5
86 -> 85 : 0.5
87 -> 97 : 0.3333333333333333
87 -> 77 : 0.3333333333333333
87 -> 86 : 0.3333333333333333
97 -> 87 : 1.0
77 -> 76 : 1.0
66 -> 76 : 1.0
85 -> 86 : 0.5
85 -> 75 : 0.5
65 -> 55 : 0.5
65 -> 64 : 0.5
55 -> 54 : 1.0
54 -> 53 : 0.6
54 -> 44 : 0.2
54 -> 64 : 0.2
53 -> 43 : 0.3333333333333333
53 -> 63 : 0.3333333333333333
53 -> 54 : 0.3333333333333333
43 -> 44 : 1.0
44 -> 45 : 1.0
45 -> 55 : 1.0
63 -> 64 : 0.75
63 -> 73 : 0.25
84 -> 83 : 1.0
83 -> 82 : 1.0
82 -> 92 : 0.3333333333333333
82 -> 81 : 0.3333333333333333
82 -> 72 : 0.3333333333333333
92 -> 82 : 1.0
81 -> 91 : 0.6666666666666666
81 -> 82 : 0.3333333333333333
91 -> 90 : 0.5
91 -> 81 : 0.5
90 -> 0 : 0.5
90 -> 80 : 0.5
0 -> 90 : 1.0
80 -> 81 : 1.0
72 -> 62 : 0.5
72 -> 71 : 0.5
62 -> 61 : 0.5
62 -> 63 : 0.5
61 -> 62 : 1.0
73 -> 72 : 1.0
71 -> 70 : 1.0
70 -> 79 : 0.5
70 -> 60 : 0.5
79 -> 70 : 1.0
60 -> 50 : 1.0
50 -> 59 : 1.0
59 -> 49 : 0.3333333333333333
59 -> 58 : 0.3333333333333333
59 -> 69 : 0.3333333333333333
49 -> 48 : 1.0
48 -> 58 : 1.0
58 -> 59 : 0.6666666666666666
58 -> 57 : 0.3333333333333333
57 -> 47 : 1.0
47 -> 48 : 0.5
47 -> 37 : 0.5
69 -> 68 : 1.0
68 -> 67 : 1.0
67 -> 57 : 1.0
37 -> 38 : 1.0
38 -> 39 : 1.0
39 -> 30 : 0.5
39 -> 29 : 0.5
30 -> 39 : 1.0
29 -> 20 : 1.0
20 -> 29 : 0.5
20 -> 29
 : 0.5


***** Observations ORDER 2 *****
74|64 -> 75 : 1
74|64 -> 84 : 1
75|74 -> 76 : 1
76|75 -> 86 : 1
86|76 -> 87 : 1
86|76 -> 85 : 1
87|86 -> 97 : 1
87|86 -> 86 : 1
87|97 -> 77 : 1
76|77 -> 66 : 1
76|66 -> 86 : 1
85|86 -> 86 : 1
85|86 -> 75 : 1
86|85 -> 87 : 1
86|87 -> 85 : 1
75|85 -> 65 : 1
65|75 -> 55 : 1
54|55 -> 53 : 3
53|54 -> 43 : 1
53|54 -> 63 : 1
53|54 -> 54 : 1
63|53 -> 64 : 1
64|63 -> 63 : 1
64|63 -> 74 : 1
64|63 -> 54 : 1
63|64 -> 64 : 1
63|64 -> 73 : 1
82|83 -> 92 : 1
82|92 -> 81 : 1
81|82 -> 91 : 1
91|81 -> 90 : 1
91|81 -> 81 : 1
90|91 -> 0 : 1
90|0 -> 80 : 1
81|80 -> 91 : 1
81|91 -> 82 : 1
82|81 -> 72 : 1
72|82 -> 62 : 1
62|72 -> 61 : 1
62|61 -> 63 : 1
63|62 -> 64 : 1
54|64 -> 44 : 1
54|53 -> 64 : 1
64|54 -> 65 : 1
65|64 -> 64 : 1
64|65 -> 63 : 1
72|73 -> 71 : 1
70|71 -> 79 : 1
70|79 -> 60 : 1
59|50 -> 49 : 1
58|48 -> 59 : 2
59|58 -> 58 : 1
59|58 -> 69 : 1
58|59 -> 57 : 1
47|57 -> 48 : 1
47|57 -> 37 : 1
39|38 -> 30 : 1
39|30 -> 29 : 1
20|29 -> 29 : 1
20|29 -> 29
 : 1


***** Distributions ORDER 2 *****
74|64 -> 75 : 0.5
74|64 -> 84 : 0.5
75|74 -> 76 : 1.0
76|75 -> 86 : 1.0
86|76 -> 87 : 0.5
86|76 -> 85 : 0.5
87|86 -> 97 : 0.5
87|86 -> 86 : 0.5
87|97 -> 77 : 1.0
76|77 -> 66 : 1.0
76|66 -> 86 : 1.0
85|86 -> 86 : 0.5
85|86 -> 75 : 0.5
86|85 -> 87 : 1.0
86|87 -> 85 : 1.0
75|85 -> 65 : 1.0
65|75 -> 55 : 1.0
54|55 -> 53 : 1.0
53|54 -> 43 : 0.3333333333333333
53|54 -> 63 : 0.3333333333333333
53|54 -> 54 : 0.3333333333333333
63|53 -> 64 : 1.0
64|63 -> 63 : 0.3333333333333333
64|63 -> 74 : 0.3333333333333333
64|63 -> 54 : 0.3333333333333333
63|64 -> 64 : 0.5
63|64 -> 73 : 0.5
82|83 -> 92 : 1.0
82|92 -> 81 : 1.0
81|82 -> 91 : 1.0
91|81 -> 90 : 0.5
91|81 -> 81 : 0.5
90|91 -> 0 : 1.0
90|0 -> 80 : 1.0
81|80 -> 91 : 1.0
81|91 -> 82 : 1.0
82|81 -> 72 : 1.0
72|82 -> 62 : 1.0
62|72 -> 61 : 1.0
62|61 -> 63 : 1.0
63|62 -> 64 : 1.0
54|64 -> 44 : 1.0
54|53 -> 64 : 1.0
64|54 -> 65 : 1.0
65|64 -> 64 : 1.0
64|65 -> 63 : 1.0
72|73 -> 71 : 1.0
70|71 -> 79 : 1.0
70|79 -> 60 : 1.0
59|50 -> 49 : 1.0
58|48 -> 59 : 1.0
59|58 -> 58 : 0.5
59|58 -> 69 : 0.5
58|59 -> 57 : 1.0
47|57 -> 48 : 0.5
47|57 -> 37 : 0.5
39|38 -> 30 : 1.0
39|30 -> 29 : 1.0
20|29 -> 29 : 0.5
20|29 -> 29
 : 0.5


***** Observations ORDER 3 *****
86|76.75 -> 87 : 1
87|86.76 -> 97 : 1
86|76.66 -> 85 : 1
85|86.76 -> 86 : 1
87|86.85 -> 86 : 1
85|86.87 -> 75 : 1
53|54.55 -> 43 : 1
53|54.55 -> 63 : 1
53|54.55 -> 54 : 1
64|63.53 -> 63 : 1
63|64.63 -> 64 : 1
64|63.64 -> 74 : 1
74|64.63 -> 84 : 1
91|81.82 -> 90 : 1
91|81.80 -> 81 : 1
64|63.62 -> 54 : 1
63|64.65 -> 73 : 1
59|58.48 -> 58 : 1
59|58.48 -> 69 : 1
47|57.58 -> 48 : 1
47|57.67 -> 37 : 1
20|29.39 -> 29 : 1
20|29.20 -> 29
 : 1


***** Distributions ORDER 3 *****
86|76.75 -> 87 : 1.0
87|86.76 -> 97 : 1.0
86|76.66 -> 85 : 1.0
85|86.76 -> 86 : 1.0
87|86.85 -> 86 : 1.0
85|86.87 -> 75 : 1.0
53|54.55 -> 43 : 0.3333333333333333
53|54.55 -> 63 : 0.3333333333333333
53|54.55 -> 54 : 0.3333333333333333
64|63.53 -> 63 : 1.0
63|64.63 -> 64 : 1.0
64|63.64 -> 74 : 1.0
74|64.63 -> 84 : 1.0
91|81.82 -> 90 : 1.0
91|81.80 -> 81 : 1.0
64|63.62 -> 54 : 1.0
63|64.65 -> 73 : 1.0
59|58.48 -> 58 : 0.5
59|58.48 -> 69 : 0.5
47|57.58 -> 48 : 1.0
47|57.67 -> 37 : 1.0
20|29.39 -> 29 : 1.0
20|29.20 -> 29
 : 1.0


***** Observations ORDER 4 *****
53|54.55.65 -> 43 : 1
53|54.55.45 -> 63 : 1
53|54.55.45 -> 54 : 1
59|58.48.49 -> 58 : 1
59|58.48.47 -> 69 : 1


***** Distributions ORDER 4 *****
53|54.55.65 -> 43 : 1.0
53|54.55.45 -> 63 : 0.5
53|54.55.45 -> 54 : 0.5
59|58.48.49 -> 58 : 1.0
59|58.48.47 -> 69 : 1.0


***** Observations ORDER 5 *****
53|54.55.45.44 -> 63 : 1
53|54.55.45.44 -> 54 : 1


***** Distributions ORDER 5 *****
53|54.55.45.44 -> 63 : 0.5
53|54.55.45.44 -> 54 : 0.5


***** Observations ORDER 6 *****
53|54.55.45.44.43 -> 63 : 1
53|54.55.45.44.54 -> 54 : 1


***** Distributions ORDER 6 *****
53|54.55.45.44.43 -> 63 : 1.0
53|54.55.45.44.54 -> 54 : 1.0


***** Observations ORDER 1 *****
10 -> 0 : 2
10 -> 11 : 1
0 -> 1 : 1
0 -> 90 : 1
1 -> 11 : 2
1 -> 2 : 1
11 -> 12 : 1
11 -> 10 : 1
11 -> 21 : 1
12 -> 2 : 1
12 -> 13 : 1
2 -> 92 : 2
2 -> 3 : 1
2 -> 1 : 1
92 -> 82 : 1
92 -> 91 : 2
92 -> 2 : 1
82 -> 83 : 1
83 -> 93 : 1
83 -> 84 : 1
93 -> 83 : 1
93 -> 94 : 2
93 -> 3 : 1
93 -> 92 : 1
84 -> 85 : 2
85 -> 84 : 1
85 -> 95 : 1
95 -> 5 : 1
95 -> 94 : 1
5 -> 6 : 1
5 -> 4 : 1
6 -> 5 : 1
4 -> 14 : 1
4 -> 94 : 2
4 -> 3 : 2
14 -> 24 : 1
14 -> 15 : 1
24 -> 23 : 1
23 -> 13 : 1
13 -> 3 : 1
13 -> 14 : 1
3 -> 4 : 2
3 -> 93 : 2
3 -> 2 : 1
94 -> 93 : 2
94 -> 4 : 2
94 -> 95 : 1
91 -> 92 : 1
91 -> 1 : 1
90 -> 99 : 1
99 -> 89 : 1
99 -> 9 : 1
89 -> 79 : 1
89 -> 99 : 1
79 -> 78 : 1
79 -> 70 : 1
78 -> 79 : 1
70 -> 60 : 1
70 -> 80 : 1
60 -> 70 : 1
80 -> 89 : 1
9 -> 19 : 1
19 -> 18 : 1
19 -> 10 : 1
18 -> 19 : 1
21 -> 20 : 1
21 -> 22 : 1
20 -> 21 : 1
22 -> 12 : 1
15 -> 25 : 2
15 -> 16 : 2
25 -> 15 : 2
25 -> 35 : 2
25 -> 26 : 1
35 -> 25 : 2
26 -> 16 : 1
26 -> 25 : 1
16 -> 15 : 1
16 -> 17 : 1
16 -> 26 : 1
16 -> 6
 : 1
17 -> 16 : 1


***** Distributions ORDER 1 *****
10 -> 0 : 0.6666666666666666
10 -> 11 : 0.3333333333333333
0 -> 1 : 0.5
0 -> 90 : 0.5
1 -> 11 : 0.6666666666666666
1 -> 2 : 0.3333333333333333
